Department_ID,Employee_ID,First_Name,Last_Name,Age,Gender,Department,Salary,Experience_Years,City,State,Country,Email,Phone,Joining_Date,Manager_Name,Performance_Score,Project_Count,Bonus,Work_Mode,Status
DPT02518,2083,Tina,Estrada,60,Male,Finance,99018,9,Jamietown,Michigan,Austria,jennifermoore@example.net,718.231.3569,26-06-2016,Patrick Wang,4,11,30692,Office,Active
DPT02446,2084,Devin,Rios,39,Male,Marketing,146917,17,East Sally,Arkansas,Spain,myoung@example.com,(640)732-5547x7636,24-09-2024,Nicole Sims,7,17,25224,Office,Active
DPT04954,2085,Kelsey,Garcia,39,Male,Operations,34769,22,Archerside,Maine,Georgia,torreskenneth@example.net,001-903-726-9034x583,29-04-2017,Natasha Ramirez,1,8,32007,Hybrid,Active
DPT00245,2086,Timothy,Jackson,43,Male,Engineering,106011,7,North Devinport,Hawaii,Singapore,samuel57@example.net,8267416262,30-09-2025,Shirley Wilson,6,9,49432,Office,Inactive
DPT03838,2087,James,Stokes,54,Female,Operations,104293,28,Randyfort,Ohio,Austria,donaldsmith@example.net,9468167234,17-04-2024,Daniel Frederick,5,16,38767,Remote,Inactive
DPT01469,2088,Henry,Bailey,54,Male,Admin,69466,4,Cohenport,South Carolina,Egypt,jane98@example.com,+1-911-646-4900x8597,02-06-2017,Kayla Robinson,7,1,26562,Remote,Inactive
DPT03650,2089,Laura,Cruz,34,Male,Engineering,39206,20,Angelfurt,Mississippi,Austria,christopher70@example.net,001-486-485-0954x600,28-05-2025,Ernest Kelly,6,11,27927,Hybrid,Active
DPT01868,2090,Jacob,Ho,25,Male,Sales,31093,19,Port Kimberlyport,Maryland,Niue,seth01@example.com,(338)493-6545x7780,08-01-2024,Pamela Bailey,2,15,34416,Office,Inactive
DPT04668,2091,Leslie,Patterson,54,Male,IT,44171,2,Deborahtown,Mississippi,Finland,milleranthony@example.org,940-729-8428x3239,05-04-2017,Kimberly Jefferson,8,4,42915,Remote,Inactive
DPT03788,2092,Steven,Brown,56,Male,Sales,118153,28,Beckland,New York,Ecuador,justinmejia@example.com,300-685-3945x721,22-10-2024,Michael Mcbride,10,13,38030,Remote,Active
DPT03849,2093,Rose,Cortez,46,Female,HR,36756,16,Salazarville,New Hampshire,Chile,mcguireangela@example.org,917-454-4422x14973,11-09-2019,Robert Miller,7,12,30355,Office,Inactive
DPT02962,2094,Sue,Stewart,58,Male,Operations,145378,8,Jennifershire,New York,Montenegro,wsmith@example.org,203.936.5433x4533,23-09-2023,Kimberly Tran,8,7,20640,Hybrid,Active
DPT02052,2095,Glenn,Aguilar,24,Male,HR,60484,8,New Michael,Georgia,Australia,cyoung@example.org,001-984-940-9101,08-08-2021,Jeffrey Tyler,10,13,8014,Office,Inactive
DPT02309,2096,Hannah,Garcia,44,Female,Legal,59440,5,East Brittney,Rhode Island,United Kingdom,fieldsaustin@example.net,001-275-520-9491x0051,01-07-2020,Mindy Santiago,9,6,15195,Remote,Active
DPT02302,2097,Michael,Davidson,41,Male,Finance,145269,30,South Phillipberg,Kentucky,Taiwan,ronald25@example.com,-2559,15-02-2021,Mark Owens,6,10,27787,Remote,Inactive
DPT04444,2098,Patrick,Martin,59,Male,Sales,143778,26,Port Robertfurt,Oklahoma,French Polynesia,rclark@example.org,(514)265-8881,09-09-2021,Sandra Jones,1,13,33415,Hybrid,Inactive
DPT02025,2099,Tiffany,Weaver,29,Female,IT,116608,24,Whitefort,Oregon,New Zealand,baileypayne@example.com,001-378-961-8299,26-03-2024,Roberta Ortiz,4,10,29214,Remote,Active
DPT01112,2100,Martin,Henry,49,Female,Marketing,133233,27,Lake Seanchester,Kentucky,Maldives,yparker@example.com,(537)471-7539x09119,11-07-2016,Alex Schmidt,1,14,16225,Remote,Inactive
DPT01348,2101,Tim,Smith,30,Female,HR,135116,18,Hoodshire,Iowa,Sweden,lewisjames@example.org,(784)623-1227x02830,02-01-2024,Gregory Collier,10,13,41189,Remote,Inactive
DPT01576,2102,Jared,Lewis,59,Female,Support,91413,3,Alexandrahaven,New York,Martinique,cbennett@example.net,001-688-221-7056x3883,25-07-2024,Ryan Greer,8,15,44764,Remote,Inactive
DPT02793,2103,Jacqueline,Savage,51,Male,Marketing,78891,29,East Michaelport,Rhode Island,Cocos (Keeling) Islands,laura56@example.org,(791)662-9136,02-05-2020,Timothy Barber,10,3,14066,Remote,Active
DPT03836,2104,James,Stone,31,Male,Support,140339,14,East Randytown,Arkansas,Albania,shahmatthew@example.com,7342195443,09-04-2019,Amy Villarreal,8,8,33306,Hybrid,Active
DPT04036,2105,Jordan,James,30,Male,Marketing,77152,8,Greenshire,Vermont,Pitcairn Islands,wheeleremily@example.net,001-338-993-8906,23-01-2026,Brianna Oliver,2,19,35677,Remote,Active
DPT04896,2106,Joshua,Smith,47,Female,Support,116576,5,West Jacobhaven,Arizona,Mauritius,claypenny@example.org,6683196505,13-06-2018,Maria Harris,6,17,5359,Office,Inactive
DPT03542,2107,Jill,Velasquez,56,Female,IT,39510,23,Kennedymouth,Arizona,Korea,caseycrystal@example.net,001-992-702-7074x4200,28-01-2021,Sean Carr,3,19,44419,Hybrid,Active
DPT02632,2108,Jessica,Rodgers,31,Female,Finance,109432,6,Greenberg,Montana,Saint Kitts and Nevis,jamesflynn@example.net,397.400.2137x36370,25-08-2019,Linda Obrien,2,1,46725,Remote,Inactive
DPT02430,2109,Jacob,Brown,35,Male,Support,46248,29,Port Williemouth,Delaware,Faroe Islands,jobrien@example.com,001-276-430-4186x807,02-06-2025,Robert Cummings,7,5,46262,Hybrid,Active
DPT01316,2110,Jonathan,Thomas,53,Male,Engineering,93557,1,South Garrettville,Wyoming,Eritrea,robincampbell@example.org,636.620.8712x659,29-06-2023,Mark Jensen,6,10,20097,Remote,Active
DPT00570,2111,Lacey,Johnson,35,Male,Support,79416,14,Lisaview,Colorado,Italy,lucaslisa@example.com,+1-416-644-1748x9915,30-04-2017,Kevin Murillo,5,3,45327,Hybrid,Inactive
DPT00993,2112,Wesley,White,25,Male,Legal,81334,23,Potterland,Michigan,El Salvador,douglaserin@example.org,(589)873-2749,31-08-2023,Katherine Holmes,4,6,28446,Remote,Active
DPT00837,2113,Anthony,Rivas,26,Female,Engineering,59587,28,West John,Mississippi,Israel,thomas72@example.org,373-536-9795x0980,07-09-2023,Mitchell Warren,4,19,41812,Remote,Inactive
DPT03020,2114,Colleen,Gomez,23,Female,Sales,114822,14,Riveramouth,Montana,Bahrain,jamesheath@example.org,(918)277-3556,24-04-2025,Sheila Hartman,8,15,32918,Hybrid,Inactive
DPT04238,2115,Michelle,Webb,34,Male,Operations,56895,21,Sanchezhaven,Minnesota,Monaco,elijah88@example.org,(712)217-7643,27-12-2022,Kevin Gonzalez,6,18,33551,Hybrid,Inactive
DPT03369,2116,Olivia,Hancock,48,Female,Finance,77668,30,Port Marc,Delaware,Libyan Arab Jamahiriya,langtrevor@example.net,+1-758-253-1830x075,26-08-2020,Kerry Ball,2,2,27124,Remote,Inactive
DPT03509,2117,Tiffany,Wells,24,Female,Operations,45317,16,West Tammychester,New Hampshire,Grenada,edward11@example.net,305.995.4944,28-09-2025,Jose Campbell,8,9,23124,Office,Inactive
DPT02480,2118,Willie,Walker,38,Female,Sales,37840,24,East Robin,Connecticut,Somalia,farleycassandra@example.org,822.804.7265,06-01-2017,April White,7,1,42696,Hybrid,Inactive
DPT04121,2119,Kevin,Stokes,30,Female,Operations,52969,20,Xavierville,Rhode Island,Turkey,kwilliams@example.net,001-733-678-6462x6234,14-07-2021,David Myers,2,15,33553,Remote,Active
DPT03158,2120,Sabrina,Dyer,37,Female,Sales,109166,22,Gonzalezchester,Colorado,Yemen,perezkaitlin@example.net,230.702.4912,21-12-2018,Mandy Edwards,10,7,5292,Remote,Active
DPT00430,2121,Teresa,Duffy,32,Female,Finance,115206,18,North Juanfurt,Florida,Mayotte,teresa18@example.net,001-780-550-9452x278,20-07-2016,Alexander Schaefer,9,14,43224,Hybrid,Active
DPT00787,2122,Mark,Tucker,53,Female,Support,87635,23,Christensentown,Pennsylvania,Poland,brian29@example.net,974.800.4095x5460,26-11-2016,James Henry,10,18,30471,Hybrid,Inactive
DPT04635,2123,Krista,Garcia,47,Female,Support,44595,30,West Kimberly,Massachusetts,Uruguay,cassandra61@example.net,524.218.6648x0301,27-09-2017,Deanna Hansen,3,19,12885,Remote,Inactive
DPT03623,2124,Adrienne,Jennings,27,Female,Sales,116650,26,Thomastown,Pennsylvania,French Southern Territories,nicholas85@example.org,(340)746-8270x95379,04-02-2019,Michael Lee,6,18,49910,Remote,Active
DPT00110,2125,Amy,Finley,38,Female,Engineering,132489,18,Laneberg,Arizona,Indonesia,michaelrogers@example.net,413.392.8598,05-07-2022,Brian Gutierrez,8,20,48372,Remote,Inactive
DPT03884,2126,Anthony,Mueller,53,Male,Marketing,36232,22,Rodneyville,Florida,Slovenia,brad69@example.com,-2827,07-04-2020,Melissa Phillips,7,12,12177,Hybrid,Active
DPT02863,2127,Barry,Brown,47,Male,Engineering,108462,24,Lake Davidborough,Montana,Cuba,kimberly10@example.net,796-389-2446x86938,29-05-2019,Christina Golden,4,4,15869,Office,Active
DPT00335,2128,Justin,Schaefer,37,Female,Support,47571,1,Bartonview,South Carolina,Chad,tammylittle@example.net,+1-275-742-9029x6687,18-01-2025,Edward Kerr,4,19,23751,Hybrid,Inactive
DPT01360,2129,Lynn,Brennan,38,Male,Operations,41775,25,Josephfort,Minnesota,Nicaragua,sherri75@example.net,755-425-8961x068,01-05-2020,David Johnson,2,20,11081,Hybrid,Active
DPT02039,2130,Christian,Gomez,47,Male,Legal,55014,9,Brownburgh,Massachusetts,Hong Kong,nmullins@example.com,666-521-0131x42872,27-06-2016,Hannah Kerr,2,8,6819,Hybrid,Inactive
DPT01342,2131,James,Fuentes,26,Female,Engineering,99334,21,East Johnmouth,Arkansas,Japan,michael53@example.net,(410)486-1027x425,10-08-2022,William Evans,3,12,19727,Hybrid,Active
DPT03326,2132,Justin,Joseph,42,Female,Support,69343,23,Dennisfort,Georgia,Nigeria,christina35@example.net,237-548-6604x498,31-07-2018,Sara Garrison,4,14,12903,Remote,Inactive
DPT02234,2133,Elizabeth,Hamilton,41,Female,Marketing,91845,10,North Barbara,Florida,Cook Islands,rrhodes@example.org,843-729-0100,13-07-2019,Patricia Campbell,4,11,40405,Hybrid,Inactive
DPT01918,2134,Michael,Jones,41,Female,Operations,62538,23,New Randallport,New York,Georgia,clairerobinson@example.com,001-486-481-0997x01960,12-10-2023,Andrew Taylor,7,5,17791,Hybrid,Inactive
DPT04122,2135,Cody,Edwards,56,Male,Legal,76166,17,East John,South Dakota,Netherlands,jimmycross@example.com,553.697.7116x2129,04-05-2020,Shane Potter,7,5,49464,Office,Inactive
DPT02183,2136,Dominic,Holland,28,Female,Legal,118413,4,Woodshaven,Montana,Thailand,patriciacoleman@example.net,(260)472-7349,28-08-2016,Michael Cordova,3,3,47335,Remote,Inactive
DPT01353,2137,Katherine,Anthony,39,Male,Support,72868,1,Port Carolynborough,Alaska,Vanuatu,bjackson@example.com,9267141599,25-01-2019,Christina Day,9,20,29443,Office,Inactive
DPT00311,2138,Larry,Green,57,Male,Legal,55508,29,North Andrew,Virginia,United States of America,lauren23@example.org,(905)291-8213x54066,08-05-2025,Audrey Benitez,2,10,33920,Hybrid,Inactive
DPT02673,2139,Abigail,Gomez,60,Female,Operations,105049,9,New Dustin,Massachusetts,Uruguay,atkinsbarbara@example.org,585.634.2105x588,05-05-2026,Beth Wolfe,7,16,41908,Office,Inactive
DPT02383,2140,Gina,Burnett,49,Male,HR,120868,30,Jacquelinefort,Idaho,Puerto Rico,wwilliams@example.net,001-265-584-9935x63927,11-06-2016,Joshua Hayden,7,7,29634,Remote,Active
DPT01554,2141,Regina,Hubbard,56,Male,HR,111993,27,Port Steven,Vermont,Kenya,joseph85@example.com,390-571-5356x407,10-06-2025,Bonnie Hammond,3,11,35030,Office,Active
DPT00950,2142,Crystal,Mathis,42,Female,Support,121841,10,West Melissachester,Minnesota,Lithuania,katie87@example.org,284-557-8145x94294,01-02-2024,Emily Humphrey,3,16,29016,Office,Inactive
DPT00189,2143,Maria,Fowler,54,Male,Engineering,71867,15,Smithburgh,Wisconsin,Panama,annarose@example.org,+1-484-711-9352x59433,26-04-2025,Kristie Bennett,8,2,15159,Office,Inactive
DPT02412,2144,Brandon,Taylor,39,Female,Legal,98262,30,West Davidbury,North Dakota,Bolivia,justin29@example.net,360.663.7753x84613,08-05-2024,Daniel Johnson,10,14,19927,Hybrid,Inactive
DPT03155,2145,John,Price,34,Female,Marketing,85115,20,Port Melissa,Nebraska,United States of America,brooksjoann@example.com,533-879-9016x2279,30-12-2022,Joshua Reed,4,19,21188,Office,Active
DPT01127,2146,Terrance,Jordan,53,Female,Finance,118966,13,North Sharon,Iowa,Macao,david76@example.org,313.250.2046,25-06-2023,Marie Sherman,1,8,33233,Hybrid,Active
DPT03354,2147,Emily,Hodges,23,Female,Sales,71359,3,North Georgestad,North Carolina,Heard Island and McDonald Islands,amartinez@example.org,4387395777,05-11-2019,Jo Carter,9,6,24701,Hybrid,Active
DPT04345,2148,Chloe,Franklin,40,Male,Marketing,72357,18,Port Christina,Michigan,Finland,schmidtjohn@example.org,+1-266-432-6221x7757,09-02-2019,Michael Soto,3,17,7719,Hybrid,Active
DPT01996,2149,Madison,Reid,21,Female,IT,49152,7,Cookchester,Wyoming,Bhutan,jennifer17@example.org,001-633-717-2205x6367,15-06-2022,Douglas Middleton,9,8,26453,Hybrid,Active
DPT04965,2150,James,Smith,24,Male,Finance,75736,18,Barryshire,California,Turks and Caicos Islands,nguyennicole@example.net,(295)453-6258,23-03-2020,Paige Hill,6,19,25983,Hybrid,Active
DPT01913,2151,Linda,Williams,53,Female,Support,116514,14,Fryport,North Dakota,Saint Pierre and Miquelon,angela32@example.com,(739)467-8954x6574,21-02-2022,Jason Jones,4,12,43456,Remote,Active
DPT04004,2152,Peter,Barnes,60,Female,Marketing,92445,4,New Michael,North Dakota,Czech Republic,kmoore@example.com,001-393-592-3060x3739,26-07-2025,Jill Larsen,8,13,40984,Remote,Active
DPT04070,2153,Mark,Mueller,21,Male,Operations,105348,30,Castrostad,Georgia,Saint Kitts and Nevis,belldaniel@example.org,+1-293-378-4657x61662,13-07-2020,Allison Hurley,8,12,31423,Remote,Active
DPT00588,2154,Lance,Hardy,34,Female,Finance,134659,5,Lake Veronicachester,Illinois,Mauritius,kristinrobertson@example.org,729-819-4932x754,17-04-2024,Angela Werner DDS,9,18,30168,Remote,Active
DPT01506,2155,Jennifer,Navarro,49,Male,Sales,46319,24,Carlafort,Vermont,Benin,nancydonovan@example.net,560.851.9191x74196,02-09-2017,Aaron Gordon,2,20,40399,Office,Active
DPT04904,2156,Stephanie,Lewis,45,Male,Legal,46141,2,Allisonfort,Minnesota,Burkina Faso,jamessandoval@example.org,(588)583-9043x9764,23-02-2024,Jennifer Phillips,10,20,45520,Remote,Active
DPT04482,2157,Hannah,Larson,48,Female,Admin,124912,22,Millsmouth,Colorado,Aruba,currysarah@example.com,3492176403,20-04-2021,Jason Rojas,1,2,10304,Office,Inactive
DPT02613,2158,Emily,Rodriguez,47,Male,Admin,108146,8,East Michael,Minnesota,Uganda,rayguzman@example.org,(262)330-9795x2806,13-02-2019,Mary Williams,4,3,36439,Office,Active
DPT01269,2159,Donald,Fitzpatrick,55,Male,Sales,95894,12,Maryshire,Nebraska,Indonesia,thomas06@example.org,+1-639-223-4690x48574,03-12-2025,Charles Jordan,5,17,8303,Office,Active
DPT04084,2160,Luis,King,34,Female,Finance,117744,17,Carriemouth,Pennsylvania,Tajikistan,timothybrown@example.net,4738050519,26-05-2019,Christopher Robinson,1,18,9647,Hybrid,Inactive
DPT04993,2161,Timothy,Bright,53,Male,Admin,127041,13,Onealview,Michigan,South Georgia and the South Sandwich Islands,sanchezmichael@example.net,+1-642-692-0533x8120,04-04-2024,Jennifer Cruz,5,4,16015,Remote,Active
DPT02777,2162,Michael,Choi,53,Female,Engineering,102869,21,Stanleyport,Alaska,Guatemala,njones@example.com,6437894921,03-12-2019,Heather Lawrence,9,11,29689,Remote,Active
DPT03327,2163,Alan,Rose,38,Male,IT,142197,9,Erinshire,Indiana,Mongolia,donovanbrandon@example.org,+1-320-598-1451x23918,09-10-2023,Frank Harris,10,20,23842,Remote,Active
DPT01318,2164,Shannon,Martin,30,Male,Support,118829,26,Evansstad,Tennessee,Latvia,wardbrandy@example.org,001-440-759-7721,30-10-2019,Sherry Fowler,10,12,39077,Office,Inactive
DPT02861,2165,Jennifer,Graves,32,Male,Engineering,128490,5,Martinshire,Colorado,Greenland,brian52@example.net,(252)466-0611x323,02-10-2025,Melissa Jackson,8,1,15114,Remote,Inactive
DPT00132,2166,Wendy,Soto,50,Male,Legal,134453,27,Port Marcburgh,Ohio,Afghanistan,angela75@example.com,001-334-218-6485x1775,09-10-2020,Tammy Hickman,5,11,35783,Remote,Active
DPT02889,2167,Laurie,Lewis,52,Female,Engineering,50552,7,West Jasonfurt,Connecticut,Cuba,joan70@example.org,001-504-277-3294x744,14-04-2017,Nicole Lewis,4,4,38283,Office,Inactive
DPT01618,2168,Jorge,Hill,52,Female,Engineering,61933,27,North Davidton,North Dakota,Equatorial Guinea,bradleycharles@example.org,(349)894-7692x543,05-04-2024,Stacy Gonzales,1,14,12853,Office,Inactive
DPT03113,2169,Jesus,Rodriguez,42,Male,HR,30744,10,East Judy,Florida,Isle of Man,klee@example.org,001-276-660-9905x139,23-06-2016,Nicholas Thompson,1,6,11899,Office,Active
DPT03632,2170,Joseph,Brown,35,Female,Engineering,134781,29,Port Gregory,Tennessee,Egypt,gguerrero@example.net,5517672240,06-07-2018,Gabriel Rodriguez,7,15,35949,Remote,Inactive
DPT02045,2171,Tamara,Mitchell,36,Female,Admin,80449,8,North Kim,Montana,New Zealand,gsoto@example.com,978-710-6621x537,30-11-2024,Sabrina Giles,6,6,46107,Remote,Active
DPT02493,2172,Kimberly,Walters,21,Female,Engineering,140149,11,Robinchester,Delaware,Martinique,bobbysmith@example.net,440.390.7823x1908,08-11-2020,Joseph Diaz,4,11,41100,Remote,Inactive
DPT03142,2173,Todd,Soto,34,Male,Finance,143060,16,Hillport,Louisiana,Germany,christine21@example.net,523-595-9390,10-10-2019,Brittney Jackson,2,5,43064,Office,Inactive
DPT01277,2174,Diana,Ruiz,59,Female,Admin,55162,22,Petersberg,Delaware,Timor-Leste,sblack@example.org,+1-261-466-2566x7169,08-02-2026,John Butler,2,4,22835,Hybrid,Active
DPT01744,2175,Jill,Brown,37,Female,Marketing,99479,3,South Micheleside,Colorado,Montserrat,janewarren@example.org,887.253.5274,09-07-2024,Jeffrey Washington,2,15,42518,Remote,Active
DPT00648,2176,Tina,Williams,29,Female,Support,127380,22,West Patriciastad,North Carolina,Cuba,robertobriggs@example.com,441.212.8667x604,15-01-2022,Paige Montgomery,9,14,43421,Remote,Active
DPT02707,2177,Tamara,Smith,54,Female,Admin,63320,24,Andrefurt,New Hampshire,Thailand,scottleonard@example.net,(499)694-3954x451,19-10-2023,Deborah Mcconnell,7,16,14790,Office,Active
DPT04741,2178,Sandra,Payne,47,Male,Admin,100859,9,Mcfarlandfurt,Indiana,Dominican Republic,ksmith@example.org,(419)720-4666x56636,30-11-2021,James Gonzalez,10,5,12855,Hybrid,Active
DPT03353,2179,Charles,Johnson,34,Male,HR,40821,11,Lake Angelaburgh,West Virginia,Ghana,omiller@example.org,628-812-8273,27-10-2016,Cassie Rosales,3,13,44049,Office,Active
DPT01123,2180,Nancy,Long,53,Female,Operations,146855,3,East Derek,New Mexico,Jamaica,angelawalsh@example.org,001-613-255-8859x70650,13-11-2021,William Anderson,7,14,39435,Remote,Active
DPT02753,2181,Darrell,Rodriguez,32,Female,IT,114029,14,Port Cole,Alaska,Nigeria,jonjacobs@example.org,001-308-780-7962x0872,08-05-2022,Jason Benjamin,6,12,44277,Office,Inactive
DPT04015,2182,Patricia,Fuller,26,Male,IT,44358,15,Lake Virginiaberg,New York,Dominica,johnsontodd@example.com,+1-955-684-1759x561,02-11-2025,Mrs. Sarah Mcneil,1,6,17602,Office,Active
DPT00578,2183,Brittany,Spears,39,Male,Finance,63234,11,East Heatherton,Montana,Mozambique,megan12@example.org,+1-484-782-7285x05600,23-02-2022,Billy Williams,3,20,42739,Remote,Inactive
DPT04140,2184,Diana,Johns,27,Female,Engineering,87337,5,Davisborough,Alabama,Chad,wilsondanielle@example.org,001-889-795-7840,04-07-2022,Brandon Gay,1,9,25346,Hybrid,Active
DPT02986,2185,Kelly,Wang,44,Female,HR,121508,19,Whitemouth,Idaho,Japan,deborah49@example.org,643-828-8480x632,10-01-2023,Amy Hawkins,8,2,9861,Hybrid,Active
DPT03353,2186,Margaret,Johnson,50,Male,Finance,122431,8,Kristenside,Michigan,Svalbard & Jan Mayen Islands,zalvarez@example.net,836.583.9948x94324,24-06-2017,Nicole Higgins,2,20,39838,Office,Active
DPT03300,2187,Ian,Bennett,47,Male,Engineering,101269,25,Huntfurt,New York,Cape Verde,michellespencer@example.com,001-404-899-8335x012,24-04-2020,Keith Henry,3,16,6892,Office,Inactive
DPT02188,2188,Kristen,Hale,56,Male,Finance,49357,26,Danielbury,Pennsylvania,Colombia,robertsullivan@example.com,441-317-5106x1680,23-06-2025,Elijah King,4,3,15719,Office,Active
DPT02333,2189,Alicia,Holland,30,Male,Support,76138,11,Hansenton,Maryland,Czech Republic,ryanmiller@example.org,(875)770-3159x5434,10-02-2017,Pamela Moss,8,11,42311,Remote,Active
DPT02444,2190,William,Mendez,38,Female,Marketing,143506,9,Lake Michaelport,Louisiana,Niger,jason65@example.com,+1-961-931-5098x85490,01-02-2022,Joel Yates,10,8,26253,Office,Active
DPT03963,2191,Michelle,Colon,46,Male,Engineering,68699,30,West Jesseborough,Kentucky,Congo,dwilliams@example.net,823.383.2491x469,26-06-2024,Aaron Rangel,3,2,31426,Hybrid,Inactive
DPT02509,2192,Cody,Meyers,30,Female,Operations,140483,9,Port Stevenfurt,Virginia,Romania,lmarshall@example.net,+1-425-830-2701x0162,23-03-2017,Alex Lewis,4,5,6184,Hybrid,Inactive
DPT01735,2193,Adam,Arnold,45,Male,Sales,60560,3,Suttonbury,Wyoming,Sierra Leone,jonestroy@example.com,3878927165,03-03-2019,James Stout,1,12,7958,Remote,Inactive
DPT02774,2194,Jeffrey,Horn,53,Male,HR,111034,19,Russellburgh,Nevada,Kiribati,hardyjennifer@example.com,+1-221-605-5008x0786,24-11-2020,Michael Carpenter,7,3,29404,Office,Active
DPT03127,2195,Juan,Fritz,35,Female,Legal,71759,20,East Joanna,South Carolina,Sudan,jmatthews@example.com,498.532.7476x54358,24-06-2017,Anthony Mitchell,6,5,6916,Remote,Active
DPT00713,2196,Lisa,Carroll,22,Female,Operations,127011,14,Karenview,California,Maldives,ruizerin@example.net,5847098905,28-06-2019,Emily Cline,3,11,22033,Remote,Inactive
